,Year,Location,Age,Sex,Disease Stage,Scenario,Measure,Metric,Mean,95% UI Lower,95% UI Upper
37,2031,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
38,2031,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
39,2031,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
40,2031,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
41,2031,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
42,2032,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
43,2032,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
44,2032,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
45,2032,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
46,2032,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
47,2032,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
48,2033,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
49,2033,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
50,2033,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
51,2033,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
52,2033,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
53,2033,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
54,2034,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
55,2034,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
56,2034,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
57,2034,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
58,2034,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
59,2034,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
60,2035,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,297.1914462395958,256.00628415237065,341.217736292373
61,2035,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,191.09490114308377,162.9326151776319,219.7181914556722
62,2035,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,133.54323728444567,111.31541703525575,155.83073488009882
63,2035,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,255.54348464123908,219.894738063787,292.4970790064222
64,2035,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,160.35839734155982,137.13944296003882,183.76718480083844
65,2035,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,110.58517668622561,93.36792926134001,128.1845960767912
66,2036,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,340.0918857758846,292.97207257189916,390.5549087110137
67,2036,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,223.30302078360882,190.60489693580476,256.7506394139592
68,2036,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,160.5044607229544,134.00865680097596,186.8346822471378
69,2036,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,293.5574444155895,252.577799366237,336.08575283762997
70,2036,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,187.961021395851,160.84883384371528,215.3851116168512
71,2036,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,133.0770568664504,112.47264148380197,153.99003941375418
72,2037,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,385.59939221095914,332.1819728523539,442.90137795466256
73,2037,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,257.1775369010006,219.71854632748347,295.70545918945265
74,2037,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,187.1435318575025,156.497096698243,217.5284887816277
75,2037,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,333.8576993854493,287.2278194422108,382.316256989177
76,2037,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,217.18648378031517,185.94701599262157,248.87103119693
77,2037,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,155.55058764758016,131.54978597696757,179.76162091981638
78,2038,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,433.80187114847286,373.70356577675074,498.36371001072337
79,2038,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,292.64525043463925,250.20611674579018,336.49754196992166
80,2038,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,218.13932219454315,182.80425546310795,253.2726004361115
81,2038,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,376.4395199817375,323.8394727380467,431.19992773424246
82,2038,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,248.0751667537548,212.46533545189638,284.2718383938998
83,2038,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,181.7778639722498,153.88993044117382,209.8360563838381
84,2039,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,485.3630693240897,418.1082157235832,557.709666498648
85,2039,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,329.4952053155573,281.88609709325385,378.89122249889044
86,2039,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,256.63840817283085,215.66153121252086,297.6792311390122
87,2039,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,421.84971519021724,362.8847326720226,483.37729207702813
88,2039,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,280.5282495918955,240.3208746973147,321.48285184171596
89,2039,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,214.41609965818736,181.7900243258855,247.25724169619244
90,2040,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,540.9651092083961,465.98943701223425,621.7145411943617
91,2040,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,367.6558060931245,314.6958910763636,422.80311159568174
92,2040,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,293.9976918798332,247.58615769159715,340.7654126955458
93,2040,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,470.6874396111958,404.8781769449778,539.5262455801771
94,2040,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,314.51700237331517,269.48684896519694,360.4734487241167
95,2040,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,246.51624295872097,209.26129364372886,284.11271093247575
96,2041,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,601.1670786360186,517.8345492168482,691.0250795121265
97,2041,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,407.3437271460308,348.82429012062266,468.4826370122111
98,2041,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,333.40257014131146,281.2978216861979,386.2037759135415
99,2041,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,523.5590167710067,450.35204861968504,600.3387438717326
100,2041,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,350.16035121076646,300.0727508036688,401.38316213918813
101,2041,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,280.50527414263576,238.366785698121,323.1437934374607
102,2042,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,667.3208764756762,574.8015111622326,767.199164364982
103,2042,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,448.93569125238486,384.5901108898386,516.3645935586923
104,2042,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,374.6168367968792,316.58629456497584,433.7210045617848
105,2042,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,581.8354440645276,500.4816330240143,667.3909680604338
106,2042,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,387.5984526909289,332.20860579786165,444.37268617758
107,2042,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,316.31569964587317,269.0352651095351,364.2706087787862
108,2043,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,740.2801303886921,637.6180951910518,851.2171501295081
109,2043,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,492.8591328440969,422.36153930115233,566.9417241159213
110,2043,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,417.26646107275235,353.1300908139129,482.8891611607414
111,2043,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,646.3163644316668,555.9537994017171,741.5885170435146
112,2043,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,427.00975831523544,366.04905057771487,489.66050770881066
113,2043,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,353.78960627362727,301.130744726463,407.3145428386592
114,2044,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,819.6728233016042,705.9735897734536,942.6538936478438
115,2044,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,539.6790971196166,462.62346386164967,620.8640141037347
116,2044,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,461.01612783391204,390.6359869695727,533.3256330384971
117,2044,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,716.7080609815281,616.5304406509117,822.5935583643371
118,2044,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,468.7335083992426,401.8896522425326,537.6387302538743
119,2044,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,392.75666735610355,334.5047244800055,452.0937734576775
120,2045,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,904.9138955454604,779.3770104651062,1040.83822505483
121,2045,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,589.8619536759284,505.779356736063,678.6670251510174
122,2045,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,505.80095073480305,429.04277579077456,584.9557071198461
123,2045,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,792.4951928014567,681.7534166201951,909.8267672153013
124,2045,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,513.1186972533317,440.03015685161637,588.7099474956406
125,2045,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,433.1918493736305,369.13667086972475,498.5702877905065
126,2046,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,909.3705677711481,783.4558407489408,1046.1641365593787
127,2046,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,575.6209173797538,494.70543702128197,661.8958621361837
128,2046,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,498.3660859929063,424.7844724542364,574.7784613443337
129,2046,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,797.6405769716118,686.3482213681793,915.9969065038433
130,2046,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,501.1483563923338,430.4119543697185,574.7881436715355
131,2046,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,428.6835550405798,366.32470917754193,492.43124332219037
132,2047,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,979.9928330243196,844.2916194136028,1127.577520832131
133,2047,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,631.1577091654283,542.4991972530402,725.861412928333
134,2047,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,544.3304083959437,464.26186507944374,627.7444117800462
135,2047,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,860.506683911847,740.4403165941699,988.4623297628526
136,2047,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,549.9791187055959,472.40361912438414,631.0053922441439
137,2047,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,470.4072999268829,402.1129142904082,540.3897487335289
138,2048,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1053.1086748183845,907.292115971207,1211.8928208718378
139,2048,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,692.0140873910641,594.8705084900668,795.95980281147
140,2048,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,592.8078277065188,505.90290415384254,683.6114704539614
141,2048,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,925.4220178670324,796.3140318484501,1063.3196058005155
142,2048,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,603.6620574885678,518.5728238279286,692.820633341207
143,2048,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,514.1999860843819,439.69079481355544,590.7544985489009
144,2049,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1114.0159475717116,959.8028838070732,1282.1798861001191
145,2049,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,731.2206519055319,628.7895431414009,841.1819020175864
146,2049,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,622.4476629492322,531.9517252723824,717.446069215292
147,2049,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,979.4970014552944,842.8767078570525,1125.7923219055408
148,2049,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,638.7575254274435,548.8834911700656,733.3087645939314
149,2049,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,541.2487318905634,463.2278639412933,621.6950634456923
150,2050,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1172.856793942765,1010.5367818834931,1350.098401444064
151,2050,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,773.170687692201,665.0217584115735,889.5843523796218
152,2050,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,653.2798663045696,558.9620585823732,752.7497527244051
153,2050,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1031.6495368008284,887.7545810991521,1186.1203470663106
154,2050,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,676.5189560427435,581.4621566097602,776.8755512586695
155,2050,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,568.9116717991835,487.2769705235002,653.4280789480202
156,2051,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1224.6209837062174,1055.1527787732466,1409.7768215581202
157,2051,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,817.0267060327876,702.8541167070747,940.1831696918757
158,2051,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,685.5388425908468,587.1149008902081,789.8049415901014
159,2051,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1077.3505076669603,927.0804270056005,1238.8135943372129
160,2051,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,716.096137918046,615.5742372961066,822.5351758942007
161,2051,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,597.5547776350974,512.1355001560098,686.3859787190863
162,2052,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1276.4818661505042,1099.8616934886054,1469.573742073735
163,2052,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,879.0665515466104,756.2831221347077,1011.7048854163835
164,2052,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,737.6316907742414,632.0210593759217,849.8262792835039
165,2052,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1123.0268538126218,966.3956596432155,1291.498054418974
166,2052,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,771.5842325605539,663.3303720933918,886.4852400337869
167,2052,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,643.502654849063,551.7013991815703,739.3353661925831
168,2053,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1327.8922349576385,1144.1872717658853,1528.849879777218
169,2053,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,935.8243500855621,805.175841894444,1077.1753310058202
170,2053,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,785.2529171119693,673.144274810487,904.730771149043
171,2053,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1168.2892425806217,1005.3557879884266,1343.7286088399305
172,2053,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,822.3278524245693,707.0078346405173,945.0240169813342
173,2053,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,685.7883086525164,588.1671710977189,788.1106124208738
174,2054,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1376.684687586548,1186.2462690737154,1585.0696654076132
175,2054,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,987.361592021947,849.5803117023316,1136.6592484206699
176,2054,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,827.3580489486911,709.5424926015414,953.3336438114299
177,2054,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1211.2451511494055,1042.3250621437323,1393.2299982730856
178,2054,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,868.286484860008,746.560440423558,998.1194431588007
179,2054,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,723.5909058331004,620.8034435572118,831.7654718320713
180,2055,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1423.4804341291147,1226.5725762963193,1638.9484680155197
181,2055,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1038.8401587875242,893.9424544900979,1196.0926084750336
182,2055,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,879.7602035847221,754.7182969470259,1013.8008157802728
183,2055,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1252.4245366841374,1077.7648376666423,1440.5958045806474
184,2055,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,913.9779964451862,785.8681714150749,1050.9619313894848
185,2055,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,770.697892539881,661.3963496270471,886.1142913647816
186,2056,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1401.767105997666,1208.0579755412145,1613.9790309975149
187,2056,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1023.6705375869523,881.8121585098098,1178.3783583792979
188,2056,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,888.4974087374632,763.9241253207556,1022.6871619553713
189,2056,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1233.278462131805,1061.4144414535851,1418.5635202883054
190,2056,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,900.5730762116785,774.8423635025443,1035.4451605400354
191,2056,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,778.8566368268256,669.3102691453657,894.8135566435318
192,2057,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1434.5140414772582,1236.2796988635343,1651.6834672135963
193,2057,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1068.185404561889,920.1964637773308,1229.7442119439854
