,Year,Location,Age,Sex,Disease Stage,Scenario,Measure,Metric,Mean,95% UI Lower,95% UI Upper
37,2031,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
38,2031,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
39,2031,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
40,2031,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
41,2031,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
42,2032,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
43,2032,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
44,2032,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
45,2032,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
46,2032,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
47,2032,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
48,2033,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
49,2033,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
50,2033,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
51,2033,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
52,2033,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
53,2033,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
54,2034,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
55,2034,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
56,2034,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
57,2034,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
58,2034,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
59,2034,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
60,2035,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,299.0188786228028,270.78766106125744,334.02586776620984
61,2035,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,192.33952197818587,174.1959215646505,215.46250826522535
62,2035,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,133.8591867274814,122.15801148355175,151.38651015509035
63,2035,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,256.45541321206224,233.8691045865893,286.9853032976711
64,2035,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,161.0432495414515,146.92780616943327,180.56344371791076
65,2035,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,110.91382665438812,101.36698259172974,124.97828319229953
66,2036,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,342.1559290358721,309.9150994551674,382.2526752366814
67,2036,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,224.73702587997366,203.53792579057685,251.68706869086853
68,2036,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,161.03804043089528,146.76378237801012,181.9556147125508
69,2036,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,294.5540585340298,268.73412281059575,329.72516552802495
70,2036,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,188.7259364985567,172.22437555550465,211.5925360979254
71,2036,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,133.4896678373874,121.98782396165825,150.36113171549343
72,2037,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,387.9082807621311,351.4298213094746,433.417112364426
73,2037,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,258.80628362627704,234.40389447179922,289.78967960845654
74,2037,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,187.8447442991729,171.0566527566559,212.0968788743774
75,2037,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,334.93009454491903,305.71871184878705,375.05898196591585
76,2037,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,218.02679680365674,199.01402877410032,244.44533720530487
77,2037,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,156.04149817634953,142.58198645727555,175.7539568390763
78,2038,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,436.3633943264208,395.4168371632742,487.61552359201016
79,2038,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,294.4761617287305,266.7321958851267,329.69079705551167
80,2038,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,219.01610679408762,199.30883551911057,247.0986436620754
81,2038,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,377.5822586781861,344.82272571491575,422.9976425891276
82,2038,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,248.9879202588559,227.33881569561223,279.16509718946656
83,2038,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,182.346222607902,166.629938600202,205.35345849562714
84,2039,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,488.18166974234873,442.4803628581415,545.5880761203205
85,2039,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,331.53310624415843,300.33273506571834,371.1476791366727
86,2039,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,257.71366957915035,234.39689765151283,290.482802824747
87,2039,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,423.0537331390956,386.53845510991,474.1518175058835
88,2039,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,281.5126919994925,257.10893440436973,315.6503307662017
89,2039,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,215.06998084171727,196.57813991123228,242.14102445392845
90,2040,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,544.053831244886,493.2369110710972,608.0998789877289
91,2040,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,369.90556590675493,335.1407496109822,414.0840645304037
92,2040,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,295.26416060793423,268.4465459551498,332.5618562149852
93,2040,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,471.94027920552514,431.2655172145094,529.1819443860701
94,2040,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,315.57041482857517,288.2980790449683,353.87323581775325
95,2040,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,247.24393966901823,226.06075147138787,278.29696497330383
96,2041,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,604.5444464861221,548.2036736278966,675.7845064046451
97,2041,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,409.81047069031956,371.3537335450949,458.74312433550034
98,2041,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,334.86957283626566,304.36372654291654,376.93820772871953
99,2041,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,524.8502933732684,479.3836188197061,588.7620234891103
100,2041,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,351.27820199038985,321.0213365502598,393.9759615446595
101,2041,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,281.30080962319227,257.27613578740704,316.55997910785925
102,2042,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,671.007185434028,608.6155424208541,750.1599712855532
103,2042,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,451.62435083944047,409.31490479466265,505.5460879682869
104,2042,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,376.293352782637,341.93916052287074,423.35786907438035
105,2042,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,583.1553044152554,532.387503788568,654.4218045270732
106,2042,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,388.77300483811507,355.4057141502322,436.1281240858341
107,2042,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,317.172690170688,290.15013060123147,356.8594801881315
108,2043,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,744.2968375523977,675.2440502039918,832.1822868653937
109,2043,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,495.77472622461545,449.41508249167185,554.9717600481913
110,2043,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,419.1612831941776,380.8373876954641,471.39063783478656
111,2043,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,647.648358201279,591.009885123788,727.0374521765214
112,2043,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,428.23219560606344,391.6229769541627,480.5309189753432
113,2043,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,354.7059368878686,324.5409170329098,399.02740570797835
114,2044,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,824.0426721422232,747.7637618540398,921.437477485012
115,2044,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,542.8275465095711,492.16955029772714,607.649983028023
116,2044,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,463.1322834049863,420.75368317263184,520.6621682981774
117,2044,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,718.0313714015651,654.9917613935289,806.2738999082544
118,2044,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,469.99558386214625,429.98705499015347,527.5704358299553
119,2044,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,393.729570112755,360.3068389128004,442.87270197918997
120,2045,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,909.6573996826306,825.6453477852444,1017.2646298933734
121,2045,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,593.2495613573161,538.002813146075,664.1016337896527
122,2045,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,508.14296951452087,461.63055033657224,571.1023916523079
123,2045,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,793.7863933026659,723.8521075353597,891.5522483888765
124,2045,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,514.4088810902639,470.40679086002365,577.6263690010202
125,2045,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,434.2192468680051,397.43200877755146,488.3812103305365
126,2046,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,914.02232071654,829.8170358219413,1022.1459258983938
127,2046,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,578.9083932188584,524.9632551736335,647.5909994410946
128,2046,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,501.03696376765635,454.62002663930116,561.9775911038206
129,2046,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,798.7684353881311,728.1541358027341,897.223554511542
130,2046,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,502.3818676544628,459.07732632320517,563.9027507156115
131,2046,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,429.8503899437252,393.529891418643,482.8349171932722
132,2047,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,984.9274312580784,894.3584873466152,1101.5541404496796
133,2047,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,634.6978873037174,575.6892907783359,710.0421844552482
134,2047,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,547.2352957922913,496.5881364705026,613.7200798133003
135,2047,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,861.5409273489937,785.1671196416737,967.9270361746519
136,2047,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,551.2268354550615,503.45251148804437,618.9547294119592
137,2047,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,471.62422894633056,431.87082090287464,529.8366906145995
138,2048,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1058.329320627213,961.1930556454072,1183.7698334473764
139,2048,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,695.8244567012359,631.2792145609787,778.4689095550932
140,2048,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,595.9515813694813,540.8609315217988,668.2876854439744
141,2048,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,926.3409087596318,844.241334460443,1040.909748133262
142,2048,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,604.9114119355087,552.2156956901872,679.4543586825619
143,2048,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,515.455378881532,471.9606705329838,579.199023212335
144,2049,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1119.4490735698662,1016.9112796730975,1252.2707813268007
145,2049,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,735.156585092171,667.1238275753431,822.453422896673
146,2049,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,625.7683034551613,567.8926580294907,701.4304298172606
147,2049,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,980.2630230164307,893.3979640387541,1101.6909750865534
148,2049,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,639.9555439173781,583.9463490689751,718.9349426453125
149,2049,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,542.524438871061,496.40360516469747,609.5993641526919
150,2050,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1178.4797477009188,1070.7666588270406,1318.4659154273277
151,2050,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,777.2437093199177,705.4869814305803,869.5462436981627
152,2050,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,656.7491761571202,596.0326621839525,735.9204978524214
153,2050,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1032.2454336055987,940.7806638021782,1160.3528187261074
154,2050,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,677.6505314452921,618.102305713808,761.4010897727136
155,2050,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,570.1870728655776,521.3647842908846,640.7141947400398
156,2051,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1230.4536915062283,1118.0711119740051,1376.6731394209585
157,2051,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,821.2473948223586,745.5970845564016,918.8093594207711
158,2051,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,689.1337290262286,625.497430849882,772.0290591029186
159,2051,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1077.8821556924713,982.3958276595688,1211.7409771282034
160,2051,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,717.1431557972684,653.9006126871219,805.8967312739588
161,2051,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,598.8125666042381,547.1995627317622,672.9528635657543
162,2052,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1282.5226307611308,1165.4702407757507,1434.9940735031312
163,2052,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,883.5320122186921,802.3071610606809,988.5589418542878
164,2052,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,741.4403912319113,673.0955208785155,830.5664813759814
165,2052,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1123.4907843063304,1023.9762361290638,1263.0988789443397
166,2052,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,772.5473250107956,704.2091784135437,868.2994542851225
167,2052,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,644.748445920238,588.8543486290569,724.7563950973389
168,2053,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1334.1347389579416,1212.4713768260885,1492.814214062142
169,2053,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,940.4987757462559,854.2098395401026,1052.3762833103633
170,2053,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,789.2321406833031,716.6244453881957,884.0342122717348
171,2053,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1168.683013868859,1065.1625073704927,1314.0043073365187
172,2053,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,823.1766025297142,750.2222377142048,925.346636638053
173,2053,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,686.9957792994944,627.1138261417926,772.3926538479558
174,2054,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1383.1339840544874,1257.0578003990693,1547.67977809897
175,2054,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,992.2121834855429,901.3604088051668,1110.340828619269
176,2054,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,831.4600365104415,755.1328014642262,931.2783979130079
177,2054,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1211.6089176311755,1104.2818108261865,1362.3224142626468
178,2054,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,868.995188367469,792.0051795296033,977.0125689013142
179,2054,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,724.7288607921402,661.252287115725,814.9328055793669
180,2055,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1430.1488709865062,1299.7867923272775,1600.2860046757307
181,2055,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1043.8593445545814,948.4678353854155,1168.2557160838269
182,2055,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,884.0408010688983,803.0524584978093,990.1450658703803
183,2055,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1252.8018507551265,1141.8267821729212,1408.6358848786444
184,2055,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,914.5328954383264,833.5322621784142,1028.3962842163692
185,2055,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,771.7591370487291,703.8827163558107,867.9363237025066
186,2056,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1408.3091062667509,1279.9482647830434,1575.7669648129659
187,2056,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1028.591234316066,934.5760307620208,1150.8512549959619
188,2056,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,893.0475076806459,810.8773719777487,999.3370324598733
189,2056,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1233.6648317330466,1124.3980954007313,1387.0121599552203
190,2056,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,901.0602073110845,821.2320901267794,1012.9883376011985
191,2056,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,779.9650311729617,711.2015779396681,876.6522799319474
192,2057,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1441.2088766199092,1309.8493574861934,1612.57871612385
193,2057,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1073.2657877193458,975.2910024554795,1200.9256851548655
