,Year,Location,Age,Sex,Disease Stage,Scenario,Measure,Metric,Mean,95% UI Lower,95% UI Upper
22,2027,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
23,2027,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
24,2028,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
25,2028,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
26,2028,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
27,2028,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
28,2028,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
29,2028,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
30,2028,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
31,2028,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
32,2029,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
33,2029,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
34,2029,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
35,2029,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
36,2029,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
37,2029,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
38,2029,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
39,2029,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
40,2030,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
41,2030,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
42,2030,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
43,2030,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
44,2030,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
45,2030,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
46,2030,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
47,2030,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
48,2031,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
49,2031,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
50,2031,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
51,2031,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
52,2031,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
53,2031,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
54,2031,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
55,2031,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
56,2032,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
57,2032,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
58,2032,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
59,2032,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
60,2032,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
61,2032,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
62,2032,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
63,2032,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
64,2033,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
65,2033,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
66,2033,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
67,2033,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
68,2033,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
69,2033,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
70,2033,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
71,2033,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
72,2034,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
73,2034,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
74,2034,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
75,2034,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
76,2034,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
77,2034,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
78,2034,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
79,2034,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,0.0,0.0,0.0
80,2035,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4247.890901912818,3690.3517742260065,4876.566625250705
81,2035,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2879.4564194351783,2504.983323599074,3307.859478038423
82,2035,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2285.244795965163,1970.1047107388679,2631.6854336915217
83,2035,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1695.5998744234673,1418.148738938455,1978.1103723451045
84,2035,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3785.7173786623425,3288.324783307197,4327.107853280982
85,2035,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2510.9937127433896,2183.057555834073,2869.8862432723204
86,2035,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1948.9379570610545,1684.5567710538833,2232.9753197206737
87,2035,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1415.546244111174,1199.0852596891964,1639.5658379355812
88,2036,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4879.94318930751,4238.925993207573,5602.628374271385
89,2036,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3296.296696584017,2867.008870642924,3786.6144732704515
90,2036,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2694.8988100371816,2327.4445153314514,3103.7912956395403
91,2036,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2027.232858523931,1701.2543980508594,2359.9838167210823
92,2036,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4352.335959135646,3780.10375208537,4975.620724063488
93,2036,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2890.2163892810863,2512.3114385370645,3303.5249182849548
94,2036,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2303.0429194658846,1992.8957708514472,2638.0263252697914
95,2036,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1700.965060625076,1444.9726032684187,1966.8663515037028
96,2037,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5574.114045149729,4841.365857765179,6400.09614632676
97,2037,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3732.2436669078716,3245.5843343007305,4287.377933692529
98,2037,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3083.511208234824,2665.6232015251485,3551.5388478433188
99,2037,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2352.511824403055,1981.6744823804033,2735.6826433515967
100,2037,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4976.249362227173,4321.671905631891,5689.924197875769
101,2037,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3288.1898397067016,2857.760986509281,3758.70680597644
102,2037,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2641.0963161040113,2286.590280506048,3024.810915593659
103,2037,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,1986.180027584433,1691.984544047744,2293.684792759574
104,2038,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6339.918019617046,5505.9685201871525,7279.942538333324
105,2038,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4194.724229968941,3647.1679960309957,4818.731597503983
106,2038,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3508.6159268196457,3034.818953580384,4040.893649701798
107,2038,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2672.3775977840437,2259.2126493014403,3106.120524209836
108,2038,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5666.477095364436,4920.840795849204,6480.303571407197
109,2038,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3709.653252928725,3223.517307871038,4240.991154727859
110,2038,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3015.804644373802,2611.7036996783722,3453.3207893362614
111,2038,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2266.4924619460476,1935.7097202865743,2615.370681620614
112,2039,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7176.660362316883,6232.161487447881,8241.450047744767
113,2039,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4688.542131192686,4075.9545064258027,5386.1867383575955
114,2039,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4011.0719539309157,3470.4154158124443,4618.727999375294
115,2039,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3027.3038988135067,2569.378542723157,3517.8092877187505
116,2039,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6422.846493291978,5577.430593630717,7346.452651956609
117,2039,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4157.559930316577,3612.1749395550823,4753.764973619651
118,2039,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3464.117314297793,3000.356895149679,3965.8433450776824
119,2039,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2576.346880250593,2206.210242057488,2971.442837903646
120,2040,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,8080.466707090435,7016.549619934662,9280.117846807674
121,2040,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5218.197830010892,4535.838044387521,5994.881827462765
122,2040,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4483.749164459573,3880.365086211962,5162.197302264994
123,2040,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3485.63825024972,2968.912318142001,4048.3261279808103
124,2040,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7241.957860237432,6288.484665242685,8284.507152494576
125,2040,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4635.294850374195,4026.732735122991,5300.8838684687635
126,2040,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3895.9731475337376,3374.9594915810203,4460.195309597439
127,2040,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,2973.1040664607326,2551.566674438223,3426.37673947009
128,2041,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,9041.535576607544,7850.631984044581,10384.667706048227
129,2041,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5787.823395518129,5030.454460764646,6649.617273325629
130,2041,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4968.682958844607,4300.944211886712,5719.736149361994
131,2041,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3946.9266329443662,3370.31463352746,4582.003215276186
132,2041,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,8113.83770112619,7045.401585667982,9283.310804723298
133,2041,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5147.250292578416,4471.117291895109,5887.406953351585
134,2041,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4343.675802571794,3763.244791355444,4972.839929696049
135,2041,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3373.6097623645514,2899.594697778508,3885.664652874241
136,2042,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,10054.777482872163,8729.982969408282,11549.475936647146
137,2042,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6406.507154474346,5567.647203933176,7360.781464715461
138,2042,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5474.544354137224,4739.655741453681,6301.4258615565805
139,2042,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4426.529554263942,3786.485326363832,5136.236758784466
140,2042,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,9031.799892283576,7842.353119150236,10335.227659722119
141,2042,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5703.508683198985,4954.06413137982,6524.791691548874
142,2042,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4812.034674022504,4169.461189695723,5509.289425985083
143,2042,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,3793.1211488000276,3263.2459110372442,4366.792771732511
144,2043,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,11117.382520073144,9652.24416931422,12771.403057715535
145,2043,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7085.063887734169,6156.764596583111,8140.8127225601
146,2043,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6009.010689215141,5203.240892347438,6916.088211939914
147,2043,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4980.072590274687,4266.107802035173,5774.904798845145
148,2043,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,9992.475729167118,8676.458704421417,11436.495679223483
149,2043,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6315.379974719446,5485.401319097717,7225.919176209417
150,2043,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5304.989281750102,4596.9745577811955,6074.200134747924
151,2043,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4283.501856283533,3688.0338807215007,4928.695547929841
152,2044,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,12210.064468606439,10600.799879100436,14028.156461814127
153,2044,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7829.946303433169,6803.412875314583,8997.132915509668
154,2044,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6577.875798267495,5696.759672858982,7570.361982987135
155,2044,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5606.675979186463,4808.135238080014,6496.918741470028
156,2044,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,10978.606013587825,9530.87493673827,12567.557560677333
157,2044,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6989.823261583998,6071.123530345411,7998.774622624158
158,2044,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5825.679958798986,5048.562471740234,6671.098200589185
159,2044,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,4845.88631347019,4174.832588159935,5572.779296426735
160,2045,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,13314.84899099156,11559.989989705782,15299.035782396548
161,2045,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,8643.213385738503,7509.351781795782,9932.076685768803
162,2045,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7186.5600993762155,6224.909343259695,8270.486366369816
163,2045,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6162.4626942955665,5289.168283323844,7137.130943634617
164,2045,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,11974.5431002829,10391.062296546535,13710.462253810201
165,2045,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7729.0393317757025,6713.00985077887,8845.861663482747
166,2045,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6378.2912812784,5527.9758339464015,7304.797205510423
167,2045,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5360.980525480479,4621.048691270994,6163.563727997289
168,2046,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,13145.369758988232,11411.19535040372,15104.685059482517
169,2046,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,8436.918997664108,7328.774726440044,9693.299152424237
170,2046,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6981.4220615724225,6058.248252642635,8026.9823278831045
171,2046,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6060.631957318932,5224.284213828789,6997.370997547418
172,2046,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,11826.15488383194,10257.446059408989,13542.808368129057
173,2046,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7560.178789033882,6566.07651072694,8651.864444959594
174,2046,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6206.001987118325,5384.9861106169055,7103.094951022707
175,2046,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5302.084802343626,4582.170543152206,6083.095727772784
176,2047,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,13915.663494488792,12080.180313867897,15991.496981382523
177,2047,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,9307.013684233449,8083.968852043996,10693.636533422175
178,2047,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7651.390850801241,6639.870015582571,8797.370307700858
179,2047,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6627.697780051345,5715.621192092191,7650.024224893904
180,2047,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,12521.888891622099,10856.008266020868,14342.958676170283
181,2047,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,8351.38544719351,7252.997115363866,9558.61369313458
182,2047,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6809.634748099847,5909.088709386816,7795.134992510659
183,2047,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,5831.025088219741,5040.7235523853,6689.5124844332995
184,2048,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,14643.045515773932,12712.084210656543,16828.954263585678
185,2048,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,10213.015296117039,8870.36938092072,11735.479195699285
186,2048,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,8386.395133113932,7277.902353532317,9642.562552090134
187,2048,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7225.343886213383,6233.574105046326,8337.880740361714
188,2048,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,13179.45262911362,11420.603143517954,15099.825422233605
189,2048,Brazil,65_to_69,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,9173.802519227056,7967.046592051388,10501.406514332622
190,2048,Brazil,70_to_74,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7473.916815654954,6485.966839205308,8556.708568622156
191,2048,Brazil,75_to_79,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,6385.685150083208,5521.5297905235875,7325.654406912834
192,2049,Brazil,60_to_64,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,15158.894394661815,13160.308658444403,17423.2083990745
193,2049,Brazil,65_to_69,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,10723.049788096048,9311.980036481951,12321.765841406374
194,2049,Brazil,70_to_74,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,8856.144833152608,7686.4587734017805,10182.266384217033
195,2049,Brazil,75_to_79,Female,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,7590.847352609674,6556.511695632436,8753.617456275484
196,2049,Brazil,60_to_64,Male,Susceptible,BBBM Testing and Treatment,Improper Medication Uses,Number,13650.404102303219,11822.521912062739,15643.232611666002
